Name,x1,y1,x2,y2,label
rip-1568_0deg.png,84,24,213,204,1
rip-1568_90deg.png,23,87,203,216,1
rip-1568_m90deg.png,96,83,276,212,1
rip-581_0deg.png,73,58,215,232,1
rip-581_90deg.png,57,85,231,227,1
rip-581_m90deg.png,68,72,242,214,1
rip-1366_0deg.png,113,80,198,215,1
rip-1366_90deg.png,79,102,214,187,1
rip-1366_m90deg.png,85,112,220,197,1
rip-1600_0deg.png,100,80,196,185,1
rip-1600_90deg.png,79,104,184,200,1
rip-1600_m90deg.png,115,99,220,195,1
rip-613_0deg.png,80,31,218,234,1
rip-613_90deg.png,30,82,233,220,1
rip-613_m90deg.png,66,79,269,218,1
rip-1398_0deg.png,96,82,205,221,1
rip-1398_90deg.png,81,95,220,204,1
rip-1398_m90deg.png,79,95,218,204,1
rip-1632_0deg.png,58,60,203,200,1
rip-1632_90deg.png,59,97,199,242,1
rip-1632_m90deg.png,100,57,240,202,1
rip-645_0deg.png,98,29,197,216,1
rip-645_90deg.png,28,103,215,202,1
rip-645_m90deg.png,84,97,271,196,1
rip-1435_0deg.png,92,39,204,219,1
rip-1435_90deg.png,38,96,218,208,1
rip-1435_m90deg.png,81,91,261,203,1
rip-1664_0deg.png,79,71,224,212,1
rip-1664_90deg.png,70,76,211,221,1
rip-1664_m90deg.png,88,78,229,223,1
rip-677_0deg.png,108,85,182,238,1
rip-677_90deg.png,84,118,237,192,1
rip-677_m90deg.png,62,107,215,182,1
rip-1467_0deg.png,107,114,173,238,1
rip-1467_90deg.png,113,127,237,193,1
rip-1467_m90deg.png,62,106,186,173,1
rip-1696_0deg.png,147,5,232,128,1
rip-1696_90deg.png,4,68,127,153,1
rip-1696_m90deg.png,172,146,295,231,1
rip-709_0deg.png,122,73,199,218,1
rip-709_90deg.png,72,101,217,178,1
rip-709_m90deg.png,82,121,227,198,1
rip-1728_0deg.png,98,64,212,151,1
rip-1728_90deg.png,63,88,150,202,1
rip-1728_m90deg.png,149,97,236,211,1
rip-746_0deg.png,75,31,207,238,1
rip-746_90deg.png,30,93,237,225,1
rip-746_m90deg.png,62,74,269,207,1
rip-1760_0deg.png,71,48,112,156,1
rip-1760_90deg.png,47,188,155,229,1
rip-1760_m90deg.png,144,70,252,111,1
rip-780_0deg.png,83,114,148,242,1
rip-780_90deg.png,113,152,241,217,1
rip-780_m90deg.png,58,82,186,148,1
rip-25_0deg.png,64,42,276,245,1
rip-25_90deg.png,41,24,245,236,1
rip-25_m90deg.png,55,63,258,276,1
rip-813_0deg.png,49,16,199,259,1
rip-813_90deg.png,15,101,259,251,1
rip-813_m90deg.png,41,48,284,199,1
rip-57_0deg.png,92,19,214,230,1
rip-57_90deg.png,18,86,229,208,1
rip-57_m90deg.png,70,91,281,213,1
rip-845_0deg.png,57,25,210,252,1
rip-845_90deg.png,24,90,251,243,1
rip-845_m90deg.png,48,56,275,210,1
rip-93_0deg.png,86,20,227,241,1
rip-93_90deg.png,19,73,240,214,1
rip-93_m90deg.png,59,85,280,227,1
rip-125_0deg.png,122,14,255,269,1
rip-125_90deg.png,13,45,269,178,1
rip-125_m90deg.png,31,121,286,255,1
rip-909_0deg.png,75,62,159,201,1
rip-909_90deg.png,61,141,200,225,1
rip-909_m90deg.png,99,74,238,158,1
rip-157_0deg.png,19,16,209,245,1
rip-157_90deg.png,15,91,244,281,1
rip-157_m90deg.png,55,18,284,209,1
rip-941_0deg.png,51,78,143,193,1
rip-941_90deg.png,77,157,192,249,1
rip-941_m90deg.png,107,50,222,142,1
rip-189_0deg.png,71,23,200,258,1
rip-189_90deg.png,22,100,258,229,1
rip-189_m90deg.png,42,70,277,200,1
rip-973_0deg.png,62,64,245,276,1
rip-973_90deg.png,63,55,276,238,1
rip-973_m90deg.png,24,61,236,245,1
rip-221_0deg.png,69,26,233,214,1
rip-221_90deg.png,25,67,214,231,1
rip-221_m90deg.png,86,68,274,232,1
rip-1005_0deg.png,29,49,220,247,1
rip-1005_90deg.png,48,80,246,271,1
rip-1005_m90deg.png,53,28,251,220,1
rip-253_0deg.png,96,20,207,210,1
rip-253_90deg.png,19,93,209,204,1
rip-253_m90deg.png,90,95,280,206,1
rip-1037_0deg.png,46,46,247,254,1
rip-1037_90deg.png,45,53,254,254,1
rip-1037_m90deg.png,46,45,254,247,1
rip-285_0deg.png,107,42,227,251,1
rip-285_90deg.png,41,73,250,193,1
rip-285_m90deg.png,49,106,258,227,1
rip-1069_0deg.png,87,10,220,213,1
rip-1069_90deg.png,9,80,212,213,1
rip-1069_m90deg.png,87,86,290,219,1
rip-317_0deg.png,37,40,216,258,1
rip-317_90deg.png,39,84,258,263,1
rip-317_m90deg.png,42,36,260,216,1
rip-1101_0deg.png,56,11,208,203,1
rip-1101_90deg.png,10,92,202,244,1
rip-1101_m90deg.png,97,55,289,207,1
rip-349_0deg.png,26,42,231,247,1
rip-349_90deg.png,41,69,246,274,1
rip-349_m90deg.png,53,25,258,231,1
rip-1137_0deg.png,40,21,180,176,1
rip-1137_90deg.png,20,120,175,260,1
rip-1137_m90deg.png,124,39,279,179,1
rip-383_0deg.png,34,24,214,216,1
rip-383_90deg.png,23,86,215,266,1
rip-383_m90deg.png,84,33,276,213,1
rip-1174_0deg.png,64,26,192,240,1
rip-1174_90deg.png,25,108,239,236,1
rip-1174_m90deg.png,60,63,274,192,1
rip-415_0deg.png,52,45,220,233,1
rip-415_90deg.png,44,80,232,248,1
rip-415_m90deg.png,67,51,255,220,1
rip-1206_0deg.png,87,22,207,164,1
rip-1206_90deg.png,21,93,163,213,1
rip-1206_m90deg.png,136,86,278,206,1
rip-453_0deg.png,37,71,149,228,1
rip-453_90deg.png,70,151,227,263,1
rip-453_m90deg.png,72,36,229,148,1
rip-1238_0deg.png,59,56,150,222,1
rip-1238_90deg.png,55,150,221,241,1
rip-1238_m90deg.png,78,58,244,149,1
rip-485_0deg.png,84,9,224,212,1
rip-485_90deg.png,8,76,211,216,1
rip-485_m90deg.png,88,83,291,223,1
rip-1270_0deg.png,103,42,192,216,1
rip-1270_90deg.png,41,108,215,197,1
rip-1270_m90deg.png,84,102,258,191,1
rip-1504_0deg.png,96,52,167,223,1
rip-1504_90deg.png,51,133,222,204,1
rip-1504_m90deg.png,77,95,248,166,1
rip-517_0deg.png,93,50,228,236,1
rip-517_90deg.png,49,72,235,207,1
rip-517_m90deg.png,64,92,250,228,1
rip-1302_0deg.png,69,28,237,250,1
rip-1302_90deg.png,27,63,250,231,1
rip-1302_m90deg.png,50,68,272,237,1
rip-1536_0deg.png,118,101,219,223,1
rip-1536_90deg.png,100,81,222,182,1
rip-1536_m90deg.png,77,117,199,218,1
rip-549_0deg.png,82,29,220,240,1
rip-549_90deg.png,28,80,239,218,1
rip-549_m90deg.png,60,81,271,220,1
rip-1334_0deg.png,92,65,204,205,1
rip-1334_90deg.png,64,96,204,208,1
rip-1334_m90deg.png,95,91,235,203,1
rip-1337_0deg.png,66,83,202,213,1
rip-1337_90deg.png,82,98,212,234,1
rip-1337_m90deg.png,87,65,217,201,1
rip-1571_0deg.png,98,54,211,217,1
rip-1571_90deg.png,53,89,216,202,1
rip-1571_m90deg.png,83,97,246,210,1
rip-584_0deg.png,98,81,211,284,1
rip-584_90deg.png,80,89,284,202,1
rip-584_m90deg.png,16,97,219,211,1
rip-1369_0deg.png,92,59,187,226,1
rip-1369_90deg.png,58,113,225,208,1
rip-1369_m90deg.png,74,91,241,186,1
rip-1603_0deg.png,101,12,186,230,1
rip-1603_90deg.png,11,114,229,199,1
rip-1603_m90deg.png,70,100,288,185,1
rip-616_0deg.png,67,17,201,237,1
rip-616_90deg.png,16,99,236,233,1
rip-616_m90deg.png,63,66,283,201,1
rip-1401_0deg.png,106,56,196,238,1
rip-1401_90deg.png,55,104,237,194,1
rip-1401_m90deg.png,62,105,244,196,1
rip-1635_0deg.png,84,57,195,233,1
rip-1635_90deg.png,56,105,232,216,1
rip-1635_m90deg.png,67,83,243,195,1
rip-648_0deg.png,118,16,206,268,1
rip-648_90deg.png,15,94,268,182,1
rip-648_m90deg.png,32,117,284,206,1
rip-1438_0deg.png,110,58,192,207,1
rip-1438_90deg.png,57,108,206,190,1
rip-1438_m90deg.png,93,109,242,191,1
rip-1667_0deg.png,130,29,212,189,1
rip-1667_90deg.png,28,88,188,170,1
rip-1667_m90deg.png,111,129,271,211,1
rip-680_0deg.png,86,30,191,256,1
rip-680_90deg.png,29,109,255,214,1
rip-680_m90deg.png,44,85,270,191,1
rip-1470_0deg.png,134,58,214,238,1
rip-1470_90deg.png,57,86,237,166,1
rip-1470_m90deg.png,62,133,242,214,1
rip-712_0deg.png,116,88,202,260,1
rip-712_90deg.png,87,98,260,184,1
rip-712_m90deg.png,40,115,212,202,1
rip-1731_0deg.png,115,41,209,225,1
rip-1731_90deg.png,40,91,224,185,1
rip-1731_m90deg.png,75,114,259,208,1
rip-749_0deg.png,116,30,227,245,1
rip-749_90deg.png,29,73,244,184,1
rip-749_m90deg.png,55,115,270,227,1
rip-1763_0deg.png,63,64,162,208,1
rip-1763_90deg.png,63,138,207,237,1
rip-1763_m90deg.png,92,62,236,161,1
rip-783_0deg.png,35,79,225,257,1
rip-783_90deg.png,78,75,257,265,1
rip-783_m90deg.png,43,34,221,225,1
rip-28_0deg.png,87,9,242,213,1
rip-28_90deg.png,8,58,213,213,1
rip-28_m90deg.png,87,86,291,241,1
rip-816_0deg.png,89,38,182,240,1
rip-816_90deg.png,37,118,239,211,1
rip-816_m90deg.png,60,88,262,182,1
rip-60_0deg.png,116,16,221,262,1
rip-60_90deg.png,15,79,262,184,1
rip-60_m90deg.png,38,115,284,221,1
rip-848_0deg.png,75,67,236,233,1
rip-848_90deg.png,66,64,233,225,1
rip-848_m90deg.png,67,74,233,236,1
rip-96_0deg.png,84,18,253,249,1
rip-96_90deg.png,17,47,249,216,1
rip-96_m90deg.png,51,83,282,253,1
rip-128_0deg.png,62,37,233,243,1
rip-128_90deg.png,36,67,243,238,1
rip-128_m90deg.png,57,61,263,233,1
rip-912_0deg.png,75,123,128,222,1
rip-912_90deg.png,122,172,221,225,1
rip-912_m90deg.png,78,74,177,127,1
rip-160_0deg.png,110,55,227,247,1
rip-160_90deg.png,54,73,246,190,1
rip-160_m90deg.png,53,109,245,227,1
rip-944_0deg.png,45,193,160,261,1
rip-944_90deg.png,192,140,261,255,1
rip-944_m90deg.png,39,44,107,160,1
rip-224_0deg.png,102,16,262,267,1
rip-224_90deg.png,15,38,267,198,1
rip-224_m90deg.png,33,101,284,262,1
rip-1008_0deg.png,28,41,247,219,1
rip-1008_90deg.png,40,53,219,272,1
rip-1008_m90deg.png,81,27,259,246,1
rip-256_0deg.png,52,77,247,255,1
rip-256_90deg.png,76,53,255,248,1
rip-256_m90deg.png,45,51,223,247,1
rip-1040_0deg.png,56,56,231,242,1
rip-1040_90deg.png,55,69,241,244,1
rip-1040_m90deg.png,58,55,244,231,1
rip-288_0deg.png,88,27,196,232,1
rip-288_90deg.png,26,104,231,212,1
rip-288_m90deg.png,68,87,273,195,1
rip-1072_0deg.png,20,37,195,177,1
rip-1072_90deg.png,36,105,176,280,1
rip-1072_m90deg.png,123,19,263,194,1
rip-1104_0deg.png,117,10,210,209,1
rip-1104_90deg.png,9,90,208,183,1
rip-1104_m90deg.png,91,116,290,209,1
rip-352_0deg.png,102,10,198,239,1
rip-352_90deg.png,9,102,238,198,1
rip-352_m90deg.png,61,101,290,198,1
rip-1145_0deg.png,12,16,217,230,1
rip-1145_90deg.png,15,83,229,288,1
rip-1145_m90deg.png,70,11,284,216,1
rip-386_0deg.png,48,9,218,220,1
rip-386_90deg.png,8,82,219,252,1
rip-386_m90deg.png,80,47,291,217,1
rip-1177_0deg.png,116,7,222,191,1
rip-1177_90deg.png,6,78,190,184,1
